Conventions,G,BADC-CSV,1,,,,,,,,,,,,,,,,,,
23/01/1980 09:00,DCNN,1280,1,1,MODLERAD,163,2001,119,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 10:00,DCNN,1280,1,1,MODLERAD,163,2001,216,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 11:00,DCNN,1280,1,1,MODLERAD,163,2001,205,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 12:00,DCNN,1280,1,1,MODLERAD,163,2001,162,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 13:00,DCNN,1280,1,1,MODLERAD,163,2001,68,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 14:00,DCNN,1280,1,1,MODLERAD,163,2001,94,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 15:00,DCNN,1280,1,1,MODLERAD,163,2001,14,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 16:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 17:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 18:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 19:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 20:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 21:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 22:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 23:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
23/01/1980 23:59,DCNN,1280,24,1,DRADR35,163,2001,900,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 00:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 01:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 02:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 03:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 04:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 05:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 06:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 07:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 08:00,DCNN,1280,1,1,MODLERAD,163,2001,68,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 09:00,DCNN,1280,1,1,MODLERAD,163,2001,173,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 10:00,DCNN,1280,1,1,MODLERAD,163,2001,500,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 11:00,DCNN,1280,1,1,MODLERAD,163,2001,403,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 12:00,DCNN,1280,1,1,MODLERAD,163,2001,349,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 13:00,DCNN,1280,1,1,MODLERAD,163,2001,259,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 14:00,DCNN,1280,1,1,MODLERAD,163,2001,97,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 15:00,DCNN,1280,1,1,MODLERAD,163,2001,25,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 16:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 17:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 18:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 19:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 20:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 21:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 22:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 23:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
24/01/1980 23:59,DCNN,1280,24,1,DRADR35,163,2001,1876,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 00:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 01:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 02:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 03:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 04:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 05:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 06:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 07:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 08:00,DCNN,1280,1,1,MODLERAD,163,2001,18,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 09:00,DCNN,1280,1,1,MODLERAD,163,2001,54,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 10:00,DCNN,1280,1,1,MODLERAD,163,2001,198,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 11:00,DCNN,1280,1,1,MODLERAD,163,2001,547,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 12:00,DCNN,1280,1,1,MODLERAD,163,2001,695,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 13:00,DCNN,1280,1,1,MODLERAD,163,2001,212,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 14:00,DCNN,1280,1,1,MODLERAD,163,2001,115,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 15:00,DCNN,1280,1,1,MODLERAD,163,2001,54,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 16:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 17:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 18:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 19:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 20:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 21:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 22:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 23:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1980 23:59,DCNN,1280,24,1,DRADR35,163,2001,1894,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 00:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 01:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 02:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 03:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 04:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 05:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 06:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 07:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 08:00,DCNN,1280,1,1,MODLERAD,163,2001,47,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 09:00,DCNN,1280,1,1,MODLERAD,163,2001,302,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 10:00,DCNN,1280,1,1,MODLERAD,163,2001,410,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 11:00,DCNN,1280,1,1,MODLERAD,163,2001,623,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 12:00,DCNN,1280,1,1,MODLERAD,163,2001,810,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 13:00,DCNN,1280,1,1,MODLERAD,163,2001,605,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 14:00,DCNN,1280,1,1,MODLERAD,163,2001,389,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 15:00,DCNN,1280,1,1,MODLERAD,163,2001,104,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 16:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 17:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 18:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 19:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 20:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 21:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 22:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 23:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1980 23:59,DCNN,1280,24,1,DRADR35,163,2001,3290,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 00:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 01:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 02:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 03:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 04:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 05:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 06:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 07:00,DCNN,1280,1,1,MODLERAD,163,2001,4,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 08:00,DCNN,1280,1,1,MODLERAD,163,2001,36,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 09:00,DCNN,1280,1,1,MODLERAD,163,2001,151,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 10:00,DCNN,1280,1,1,MODLERAD,163,2001,223,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 11:00,DCNN,1280,1,1,MODLERAD,163,2001,313,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 12:00,DCNN,1280,1,1,MODLERAD,163,2001,378,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 13:00,DCNN,1280,1,1,MODLERAD,163,2001,252,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 14:00,DCNN,1280,1,1,MODLERAD,163,2001,140,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 15:00,DCNN,1280,1,1,MODLERAD,163,2001,58,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 16:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 17:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 18:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 19:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 20:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 21:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 22:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 23:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1980 23:59,DCNN,1280,24,1,DRADR35,163,2001,1555,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 00:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 01:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 02:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 03:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 04:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 05:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 06:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 07:00,DCNN,1280,1,1,MODLERAD,163,2001,4,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 08:00,DCNN,1280,1,1,MODLERAD,163,2001,47,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 09:00,DCNN,1280,1,1,MODLERAD,163,2001,194,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 10:00,DCNN,1280,1,1,MODLERAD,163,2001,223,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 11:00,DCNN,1280,1,1,MODLERAD,163,2001,328,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 12:00,DCNN,1280,1,1,MODLERAD,163,2001,328,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 13:00,DCNN,1280,1,1,MODLERAD,163,2001,223,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 14:00,DCNN,1280,1,1,MODLERAD,163,2001,166,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 15:00,DCNN,1280,1,1,MODLERAD,163,2001,50,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 16:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 17:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 18:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 19:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 20:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 21:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 22:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 23:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1980 23:59,DCNN,1280,24,1,DRADR35,163,2001,1562,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 00:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 01:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 02:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 03:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 04:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 05:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 06:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 07:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 08:00,DCNN,1280,1,1,MODLERAD,163,2001,36,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 09:00,DCNN,1280,1,1,MODLERAD,163,2001,58,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 10:00,DCNN,1280,1,1,MODLERAD,163,2001,54,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 11:00,DCNN,1280,1,1,MODLERAD,163,2001,61,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 12:00,DCNN,1280,1,1,MODLERAD,163,2001,54,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 13:00,DCNN,1280,1,1,MODLERAD,163,2001,40,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 14:00,DCNN,1280,1,1,MODLERAD,163,2001,43,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 15:00,DCNN,1280,1,1,MODLERAD,163,2001,7,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 16:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 17:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 18:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 19:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 20:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 21:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 22:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 23:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1980 23:59,DCNN,1280,24,1,DRADR35,163,2001,353,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 00:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 01:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 02:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 03:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 04:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 05:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 06:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 07:00,DCNN,1280,1,1,MODLERAD,163,2001,4,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 08:00,DCNN,1280,1,1,MODLERAD,163,2001,18,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 09:00,DCNN,1280,1,1,MODLERAD,163,2001,43,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 10:00,DCNN,1280,1,1,MODLERAD,163,2001,101,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 11:00,DCNN,1280,1,1,MODLERAD,163,2001,173,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 12:00,DCNN,1280,1,1,MODLERAD,163,2001,126,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 13:00,DCNN,1280,1,1,MODLERAD,163,2001,158,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 14:00,DCNN,1280,1,1,MODLERAD,163,2001,61,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 15:00,DCNN,1280,1,1,MODLERAD,163,2001,14,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 16:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 17:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 18:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 19:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 20:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 21:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 22:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 23:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1980 23:59,DCNN,1280,24,1,DRADR35,163,2001,698,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1980 00:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1980 01:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1980 02:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1980 03:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1980 04:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1980 05:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1980 06:00,DCNN,1280,1,1,MODLERAD,163,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1980 07:00,DCNN,1280,1,1,MODLERAD,163,2001,4,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
