Conventions,G,BADC-CSV,1,,,,,,,,,,,
long_name,rec_st_ind,state indicator for the record,1,,,,,,,,,,,
type,rec_st_ind,int,,,,,,,,,,,,
comments,rec_st_ind,state indicator for the current stage in the life of the record (see MIDAS documentation),,,,,,,,,,,,
long_name,prcp_amt,Precipitation amount,mm,,,,,,,,,,,
type,prcp_amt,float,,,,,,,,,,,,
long_name,prcp_dur,Precipitation duration ,minutes,,,,,,,,,,,
type,prcp_dur,int,,,,,,,,,,,,
long_name,prcp_amt_q,QC code: precipitation amount,1,,,,,,,,,,,
type,prcp_amt_q,int,,,,,,,,,,,,
long_name,prcp_dur_q,QC code: precipitation duration,1,,,,,,,,,,,
type,prcp_dur_q,int,,,,,,,,,,,,
long_name,prcp_amt_j,Descriptor: precipitation amount,1,,,,,,,,,,,
type,prcp_amt_j,int,,,,,,,,,,,,
long_name,meto_stmp_time,Met Office receipt stamp time,s,,,,,,,,,,,
type,meto_stmp_time,char,,,,,,,,,,,,
comments,meto_stmp_time,Met Office receipt stampe time in format (YYYY-MM-DD HH:MM:SS),,,,,,,,,,,,
long_name,midas_stmp_etime,Elapsed time to storage in MIDAS ,minutes,,,,,,,,,,,
type,midas_stmp_etime,int,,,,,,,,,,,,
data,,,,,,,,,,,,,,
ob_end_time,id,id_type,ob_hour_count,version_num,met_domain_name,src_id,rec_st_ind,prcp_amt,prcp_dur,prcp_amt_q,prcp_dur_q,prcp_amt_j,meto_stmp_time,midas_stmp_etime
01/01/1982 00:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 01:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 02:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 03:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 04:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 05:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 06:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 07:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 08:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 09:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 10:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 11:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 12:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 13:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 14:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 15:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 16:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 17:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 18:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 19:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 20:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 21:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 22:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
01/01/1982 23:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
02/01/1982 00:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 01:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 02:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 03:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 04:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 05:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 06:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 07:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.4,0,9,9,NA,NA,NA
21/01/1982 08:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 09:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 10:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 11:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 12:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 13:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 14:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 15:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 16:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 17:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 18:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 19:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 20:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 21:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
21/01/1982 22:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.4,0,9,9,NA,NA,NA
21/01/1982 23:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.8,0,9,9,NA,NA,NA
22/01/1982 00:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.4,0,9,9,NA,NA,NA
22/01/1982 01:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.2,0,9,9,NA,NA,NA
22/01/1982 02:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 03:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 04:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 05:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 06:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 07:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 08:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 09:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 10:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 11:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 12:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 13:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 14:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 15:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 16:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 17:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 18:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 19:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 20:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 21:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.4,0,9,9,NA,NA,NA
22/01/1982 22:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
22/01/1982 23:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 00:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 01:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 02:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 03:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 04:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 05:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 06:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 07:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 08:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 09:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 10:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 11:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 12:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 13:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 14:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 15:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 16:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 17:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 18:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 19:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 20:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 21:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 22:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
23/01/1982 23:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 00:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 01:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 02:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 03:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 04:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 05:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 06:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 07:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 08:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 09:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 10:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 11:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.2,0,9,9,NA,NA,NA
24/01/1982 12:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 13:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 14:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 15:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 16:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 17:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 18:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.4,0,9,9,NA,NA,NA
24/01/1982 19:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 20:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 21:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
24/01/1982 22:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.2,0,9,9,NA,NA,NA
24/01/1982 23:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.2,0,9,9,NA,NA,NA
25/01/1982 00:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 01:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 02:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 03:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 04:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 05:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 06:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.2,0,9,9,NA,NA,NA
25/01/1982 07:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 08:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 09:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 10:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 11:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 12:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 13:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 14:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 15:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 16:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 17:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 18:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.2,0,9,9,NA,NA,NA
25/01/1982 19:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
25/01/1982 20:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.2,0,9,9,NA,NA,NA
25/01/1982 21:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.6,0,9,9,NA,NA,NA
25/01/1982 22:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.8,0,9,9,NA,NA,NA
25/01/1982 23:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 00:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 01:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 02:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 03:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 04:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 05:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 06:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 07:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 08:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 09:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 10:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 11:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.2,0,9,9,NA,NA,NA
26/01/1982 12:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 13:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 14:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 15:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 16:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 17:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 18:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.6,0,9,9,NA,NA,NA
26/01/1982 19:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 20:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.4,0,9,9,NA,NA,NA
26/01/1982 21:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.6,0,9,9,NA,NA,NA
26/01/1982 22:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
26/01/1982 23:00,849814,RAIN,1,1,WAHRAIN,163,1001,0.2,0,9,9,NA,NA,NA
27/01/1982 00:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 01:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 02:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 03:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 04:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 05:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 06:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 07:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 08:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 09:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 10:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 11:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 12:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 13:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 14:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 15:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 16:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 17:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 18:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 19:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 20:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 21:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 22:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
27/01/1982 23:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 00:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 01:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 02:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 03:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 04:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 05:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 06:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 07:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 08:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 09:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 10:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 11:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 12:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 13:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 14:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 15:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 16:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 17:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 18:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 19:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 20:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 21:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 22:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
28/01/1982 23:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
29/01/1982 00:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
29/01/1982 01:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
29/01/1982 02:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
29/01/1982 03:00,849814,RAIN,1,1,WAHRAIN,163,1001,0,NA,9,0,NA,NA,NA
